web-scraper-order,web-scraper-start-url,container,container-href,Price,Created_date,Phone,Engine,Gearbox,Mileage,Year,Color,Body_type,Fuel_type,Air_condition,Drive_type,Condition,Model,Location
"1667570239-2664","https://www.garirbazar.com/buy-cars","52015 Toyota HarrierDhakaPriceBDT 5,560,0002.4 L (Hybrid)AutomaticReady Stock 🚗 Ready Stock,  Ready to Go 🏠.
Toyota Harrier Advance Premium Package  (Hybrid)
2015 Year Model  
Fully Loaded With All The Top Options.
All Typs Of Cars Will Be Available To Us.
If You Need More Information And Price, Please Visit Our Showroom Or Contact With Us.

🔰🔰SPECIFICATIONS🔰🔰
👉 Pearl Color 
👉2500 CC (Hybrid)
👉Smart Key,
👉Projection Hid Head Light,
👉Fog Light,
👉Panoramic Sunroof,
👉Seat Memory,
👉Bluetooth,
👉Audio Steering Control, 
👉JBL Premium Sound System,
👉Leather Seat, 
👉Power Seat,
👉Precrash Safety System, 
👉Sun Roof
👉 Red Dashboard, 
👉Modellista Full Aero 
👉Door Visor, 
👉Rear Spoiler,
👉Alloy Wheel , 
👉 Winkle Mirror,   Etc.
We Also Provide To Our Valued Customers Quick & Easy Auto Loan Facilities Are Available  Thank You…
Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-harrier-dhaka-dhaka-3361","BDT 5,560,000","November 18","+880130 250 1001","Engine2.4 L","GearboxAutomatic","Year2015","ColorWhite","Body TypeSUV","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Harrier","Dhaka"
"1667570241-2665","https://www.garirbazar.com/buy-cars","82016 Honda VezelDhakaPriceBDT 2,245,0001.5 L (Petrol)AutomaticModel 2016
Reg 2016
Cc 1500
All option auto
No works needed
Family used car
Papers up to date till 2022Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-honda-vezel-dhaka-dhaka-3362","BDT 2,245,000","November 18","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2016","ColorBlack","Body TypeSUV","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","null","Honda Vezel","Dhaka"
"1667570244-2666","https://www.garirbazar.com/buy-cars","52004 Nissan CefiroDhakaPriceBDT 1,150,000Mileage59,400 km2.4 L (Petrol)AutomaticNissan CEFIRO 230jm ( V6 )

Price: 11.50.000 

Manufacture Year : 2004
Registration Year : 2004
Engine Capacity : 2349
Fuel Type : Octane
Body Colour : Black
Interior Colour : Beige
Serial : 11
Mileage : 59,400 kilometres
Papers : Update

Fog light, CD player, super cool AC , fresh interior, key start, Sunroof, Front 2 seat power, dual AC, Family used car, No work needed, 17"" rim, Name transfer any time possible, no accident history.

Be the proud owner of this excellent unit and be a part of aristocracy.

For more details please contact to our show room.
Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-nissan-cefiro-dhaka-dhaka-3363","BDT 1,150,000","November 18","+880130 250 1001","Engine2.4 L","GearboxAutomatic","Mileage59,400 km","Year2004","ColorBlack","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Nissan Cefiro","Dhaka"
"1667570246-2667","https://www.garirbazar.com/buy-cars","32001 Toyota CorollaDhakaPriceBDT 860,0001.5 L (Gas)Automatic�Toyota X Corolla 
�Model 2001
�Registration 2004
�1500cc replecement 1500cc
Runn 1500 kilo 
�Fitness 11/11/2022
�Tax token 10/11/2021
�Super chill AC
�Super fresh Engine
�All options are auto
�Any time name transfer possible
�No need any work Just buy and drive
�Price 860000 asking ( negotiable) 
�Uttara,Dhaka
interested buyer inbox mePosted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-dhaka-dhaka-3364","BDT 860,000","November 18","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2001","ColorSilver","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Corolla","Dhaka"
"1667570248-2668","https://www.garirbazar.com/buy-cars","32011 Toyota AllionDhakaPriceBDT 1,780,000Mileage70,300 km1.5 L (Petrol)AutomaticAllion Modal 2011
Regestion 2015 
Color Black
Millage 70300km 
Both Paper update 2022 September 
Only oil run 
No account history 
No broker 
No showroom Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-allion-dhaka-dhaka-3365","BDT 1,780,000","November 18","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Mileage70,300 km","Year2011","ColorBlack","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Allion","Dhaka"
"1667570251-2669","https://www.garirbazar.com/buy-cars","52004 Toyota CorollaDhakaPriceBDT 995,0001.5 L (Gas)Automatic Toyota X Corolla 1.5 2004 Cng & Octane  Drive Extreme Fresh. 
# Reg- 2008 First Party.
# Key Start, Biscuit Color Interior, C.C- 1500
# All Option Auto, Power Steering, Ri-tack Mirror.
# Standard Miter, Headrest.Central lock.
# Interior fresh..No Accident History,
# Fresh. Millage +.Alloy New Tyre, Papers update.
# Front n Beck Glasses Original, Ice cool Ac,
# Engine Sound Smooth. Head Light & Beck light original.

💁‍♂️ Show Room Facilities:💁‍♂️
# Exchange Facilities,
# 100% paper guarantee, 
# Assists in ownership,
# Every year's papers update facilities.
# Instant Solution.( Car Related )
# Endorsement,
# Facilate to buy and sell a car
# There is a chance to check the engine, body anywhere.Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-dhaka-dhaka-3366","BDT 995,000","November 18","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2004","ColorWhite","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Corolla","Dhaka"
"1667570253-2670","https://www.garirbazar.com/buy-cars","62014 Honda VezelDhakaPriceBDT 2,080,000Mileage52,000 km1.5 L (Petrol)Automatic🚘Honda Vezel  ( push stard  )

🟤Model  2014
🟤Reg       2017
🟤CC        1500
🟤Octen driven only 
🟤Mileage 52000
🟤Ice cool ac 
🟤Papers update tex+fitness 2022
🟤Back camera tv navigation 
🟤H I D projection head lite 
🟤All auto + od + ABS break 
🟤No need work 
🟤No accident history 
🟤This car is in very good condition 
Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-honda-vezel-dhaka-dhaka-3368","BDT 2,080,000","November 18","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Mileage52,000 km","Year2014","ColorBlack","Body TypeSUV","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Honda Vezel","Dhaka"
"1667570256-2671","https://www.garirbazar.com/buy-cars","62015 Honda GraceDhakaPriceBDT 1,900,0001.5 L (Hybrid)AutomaticHonda Grace EX Package Hybrid  (MODULO Version with Orginal BODY KIT.)

Only 6 Months Used,Orginal colour.

New Shape fully Loaded!!
Model 2015 (Luxury Sedan) 
Reg 04/2021 1500 cc 
Auto transmission mileage  55k KM push start.
 DLR:Dvd player rear AC vents Eco mode traction control lane assist  pre crash safety  pedestrian  alert and many more just like a reconditioned  unit barely  used. First  owner sold due to urgent  needed of cash.
papers till 06/2022. 
Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-honda-grace-dhaka-dhaka-3369","BDT 1,900,000","November 18","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2015","ColorGrey","Body TypeSedan","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionUsed","null","Honda Grace","Dhaka"
"1667570258-2672","https://www.garirbazar.com/buy-cars","61990 Toyota SprinterDhakaPriceBDT 335,0001.5 L (Petrol)AutomaticTOYOTA EE90 SPRINTER 
Model:1990
Regestation :1995
CC:1500 (5efhe)
Octane driven
AC working 
Automatic transmission 
4 disk brake installed
2.5 inch piping with orginal end box 
15 inch vossen rims with fresh tyres (8.5j)
7 meter cluster with 3 gauges installed 
DVD player,door speakers and  rear speakers
With amplifier and subwoofer 
Recondition head lights and side lights
Rear spoiler and roof visor 
Very well maintained 
Excellent interior and exterior 
New brake pads and brake booster 
Papers up to date 
 
Potential buyers invited to have a test drive
Just buy and drivePosted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-sprinter-dhaka-dhaka-3370","BDT 335,000","November 18","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year1990","ColorWhite","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Sprinter","Dhaka"
"1667570261-2673","https://www.garirbazar.com/buy-cars","32015 Honda GraceDhakaPriceBDT 1,775,0001.5 L (Hybrid)AutomaticPackage: EX
Price is Slightly negotiable. 
If anyone is interested  ring me on this number Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-honda-grace-dhaka-dhaka-3371","BDT 1,775,000","November 18","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2015","ColorBlack","Body TypeSedan","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionUsed","null","Honda Grace","Dhaka"
"1667570263-2674","https://www.garirbazar.com/buy-cars","62002 Toyota NoahDhakaPriceBDT 985,0002.0 L (Gas)AutomaticModel 2002 Reg 2005 S 51 Cc 2000
Colour: Grey 
Interior: Base 
Ice Cool AC
Dual Ac 
Engine Condition Super Fresh 
Family Used 
Cng 90 From Navana 
Oil & Cng Both Running 
DVD Back Camera 
4 New Tire With Excellent Condition 
Alloy Rim 
Limited Used Car 
Original 2 Part HID Light 
Well Maintained 
Single Power Door 
All Option Auto 
Papers Update 
Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-noah-dhaka-dhaka-3372","BDT 985,000","November 18","+880130 250 1001","Engine2.0 L","GearboxAutomatic","Year2002","ColorGrey","Body TypeMPV","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Noah","Dhaka"
"1667570266-2675","https://www.garirbazar.com/buy-cars","5Toyota CH-RDhakaPriceBDT 2,880,000Mileage56,000 km1.8 L (Hybrid)AutomaticTOYOTA C-HR G LED PACKAGE 
MODEL 2017 REG 12-2020
1800 CC HYBRID ENGINE 
RED WINE COLOR WITH LEATHER INTERIOR 
MILEAGE 56K KM
LED LIGHTS 
PANASONIC DVD PLAYER 
MODELLISTA RIMS 
FULLY LOADED WITH ALL OPTIONS 

FIRST PARTY USER 
NO ACCIDENTAL HISTORY 
ALL ORIGINAL 
PAPERS TILL 12/21

ASKING 28.85 LACS Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-ch-r-dhaka-dhaka-3373","BDT 2,880,000","November 18","+880130 250 1001","Engine1.8 L","GearboxAutomatic","Mileage56,000 km","YearN/A","ColorRed","Body TypeSUV","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionUsed","Toyota CH-R","Dhaka"
"1667570268-2676","https://www.garirbazar.com/buy-cars","31997 Toyota CorollaDhakaPriceBDT 585,0001.5 L (Gas)AutomaticOne Of the freshest 111 in town.
Model : 1997
Reg : 2002
Colour : Mica Blue ( custom paint) 
Transmission : auto
Doors manual
Fuel : Gas and Octane Both 
Full body Kitted
Original GT Front Bumper and kit 
Original Gt spoiler 
16 inch Runx Tsports Rim and Front tires brand new
No cabin noise or knocking.
kenwood sound system
After market gauges.

No major accident history
Papers up to date
Inbox me for more details

No broker allowed 
Price little bit negotiablePosted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-dhaka-dhaka-3374","BDT 585,000","November 18","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year1997","ColorBlue","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Corolla","Dhaka"
"1667570270-2677","https://www.garirbazar.com/buy-cars","52006 Toyota AllionDhakaPriceBDT 1,265,0001.5 L (Gas)AutomaticToyota Allion 
Model-2006
Registration-2009
Cc-1500
Fuel types- Octane & CNG
Colour - Silver
This is a very fresh personal used car,  with very fresh interior & exterior, smooth engine condition with super cool A/C, Four fresh tyres with Alloy rims.papers are up to date till fitness -10/06/2022, Taxtoken-21/12/2021, first party ownership with smart card, so name transfer possible anytime. Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-allion-dhaka-dhaka-3375","BDT 1,265,000","November 18","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2006","ColorSilver","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Allion","Dhaka"
"1667570273-2678","https://www.garirbazar.com/buy-cars","51990 Toyota CorollaDhakaPriceBDT 190,0001.3 L (Petrol)ManualCorolla AE80. 2E 1300 CC.  4spd Manual Gear. Manual Steering. Manual Windows. Tax till May & Fitness till December. 2022.  Priced 1,90,000 ono. Fresh inside out. 14"" alloy w/ Yokohama Tyres. Dash/Reverse Cam. NO A/C. NO CNG SINCE 1981. 
Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-dhaka-dhaka-3376","BDT 190,000","November 18","+880130 250 1001","Engine1.3 L","GearboxManual","Year1990","ColorWhite","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Corolla","Dhaka"
"1667570275-2679","https://www.garirbazar.com/buy-cars","52003 Toyota AllionDhakaPriceBDT 1,130,000Mileage86,000 km1.5 L (Gas)Automatic🚗 Brand - Toyota.
🚘 Model-   Allion 2003
🚗 Reg -    2009 
🚘 Dhaka metro - Gha  - 25serial
🚗 Color -  White  
🚗 Engine capacity - 1500cc.
🕹️ Transmission - Automatic.
🚗 Fuel type - Octane & CNG 
🚘 Engine & gear box condition- Run smoothly, Reconditioned engine installed 2years back & endorsed in papers.
Mileage - 86k+ 
❄️ Ac-  Proper functioning. 
📑 Papers conditions - updated (tax- june 2022, fitness- 2022)
🚘 15inch  Alloy rim with almost 4 new tyre.
2keys, multimedia player with good sound system,  back camera.
✅ No  major accident history.
✅ No need of any dent or paint work.
✅ Smart card.
✅ Just buy and drive condition.Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-allion-dhaka-dhaka-3377","BDT 1,130,000","November 18","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Mileage86,000 km","Year2003","ColorWhite","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Allion","Dhaka"
"1667570278-2680","https://www.garirbazar.com/buy-cars","61995 Toyota CorollaDhakaPriceBDT 370,0001.5 L (Gas)AutomaticToyota Corolla 111
SE Saloon
1995 Model
2001 Registration 
13 Serial 
All Option Auto, Glass Manual
CNG
Chilled AC
Not a single work needed Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-dhaka-dhaka-3378","BDT 370,000","November 18","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year1995","ColorWhite","Body TypeSedan","Fuel TypeGas","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Corolla","Dhaka"
"1667570280-2681","https://www.garirbazar.com/buy-cars","42017 Toyota Land Cruiser PradoDhakaPriceBDT 10,300,000Mileage33,000 km2.7 L (Petrol)AutomaticToyota Land Cruiser - PRADO TX-L G Frontier 
- Model Year - 2017
- Registration 2017
Brand new purchased 0km
Current mileage only 33k km (100%Authentic)
About : Almost new condition, You Will Feel As Like As Recondition Flavour Still Remains On It...
Specification: 
- 2700cc Petrol Dual VVTI Engine 
- 6 speed auto transmission 
- White pearl Color Exterior 
- Maroon Leather Interior 
- OEM Maker Option Navigation (Bluetooth, USB, Auxiliary) 
- Toyota Super Live Surround Sound (12 Speakers along with Subwoofer) 
- Steering Multimedia Control
- Front Two Power Seats
- Front Two Seat Heater
- Projection LED Headlamps 
- OEM Toyota footsteps 
- Front Headlight Washers
- Modellista Bodykit
- Center Console Box Cooler
- OEM Surround View Camera’s (4-Camera) 
- All Way Parking Sensors
- All Wheel Drive (4 Wheel Drive) 
- Steering Radar Cruise Control
- OEM Wooden Steering
- Tinted Windows 
- Reclining Rear Passenger Seats
- Rear A/C Vents
- 7 seater 
- Last Row Power Seats 
- Remote Open Reverse Window
And many more options
Best price @ 1.03 crore. Slightly Negotiable Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-land-cruiser-prado-dhaka-dhaka-3379","BDT 10,300,000","November 18","+880130 250 1001","Engine2.7 L","GearboxAutomatic","Mileage33,000 km","Year2017","ColorWhite","Body Type4 Wheel Drives & SUVs","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Land Cruiser Prado","Dhaka"
"1667570282-2682","https://www.garirbazar.com/buy-cars","52021 Toyota Corolla CrossDhakaPriceBDT 5,350,0001.8 L (Hybrid)AutomaticIt was the first Hybrid 𝐂𝐨𝐫𝐨𝐥𝐥𝐚 𝐂𝐫𝐨𝐬𝐬 to be sold in Japan Auction and yes, Alhamdulillah we 𝐛𝐨𝐮𝐠𝐡𝐭 𝐢𝐭!
This beautiful Brand New 𝟐𝟎𝟐𝟏 𝐂𝐨𝐫𝐨𝐥𝐥𝐚 𝐂𝐫𝐨𝐬𝐬 is coming to Bangladesh to find a new home!
Spec: Hybrid Z Leather Package (JDM)
Features:
🔸 360° Camera
🔸 Panoramic Sunroof
🔸 Genuine Leather Seats
🔸 Head-up Display
🔸 Toyota Safety Sense
🔸 Built-in Tv Navigation
🔸 Seat Heater
🔸 Steering Heater
🔸 Dual AC
🔸 Auto Parking Assist
🔸 Double Wishbone Suspension System
🔰 It's truly 𝐓𝐡𝐞 𝐏𝐞𝐫𝐟𝐞𝐜𝐭 𝐂𝐫𝐨𝐬𝐬𝐨𝐯𝐞𝐫 𝐘𝐎𝐔 𝐖𝐄𝐑𝐄 𝐄𝐗𝐏𝐄𝐂𝐓𝐈𝐍𝐆 𝐍𝐎𝐖𝐇𝐄𝐑𝐄!!!
Asking Price: 53.50 lakh Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-corolla-cross-dhaka-dhaka-3380","BDT 5,350,000","November 18","+880130 250 1001","Engine1.8 L","GearboxAutomatic","Year2021","ColorGrey","Body TypeSUV","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionNew","null","Toyota Corolla Cross","Dhaka"
"1667570285-2683","https://www.garirbazar.com/buy-cars","92014 Lexus NXDhakaPriceBDT 5,590,0002.5 L (Hybrid)AutomaticLEXUS NX300H in Galaxy pearl 2014!
- About : Almost new condition, You Will Feel As Like As Recondition new Flavour Still Remains On It...
Specification: 
- Registered in 2018
- Engine: 2500 c.c. Hybrid  
- Premium Black Leather Upholstery Interior
-  LEXUS Smart Key
- 18” LEXUS Spoke Wheels
- Sliding Sunroof
- Hands-Free Access
- Wireless Phone Charger
- Front Two Power Seats
- Memory Seats pkg 
- Reclining Rear Passenger Seats
- Adjustable Driving Modes
- Collision Warning System
- Analogue LEXUS Dashboard Clock 
- Dynamic LED Headlamps
- Adaptive Brake Lights
- Rear Seat A/C Vents 
-  LEXUS Rear Entertainment System
- Touch Emblem Power Back Door
- Automatic Brake Hold Option 
- Center Console Touchpad With Controller
- Tire Pressure Monitor (TPM)
- Idling Start/Stop Option 
- Traction Control 
- 360° Camera
- All Way Parking Sensors 
- Steering Wheel Heater
- Lexus Premium Sound System
- Multifunction Steering Wheel
  + many other exciting features 
Best price@ 55.90 lac (Slightly Negotiable) Posted 12 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-lexus-nx-dhaka-dhaka-3381","BDT 5,590,000","November 18","+880130 250 1001","Engine2.5 L","GearboxAutomatic","Year2014","ColorWhite","Body TypeSUV","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionUsed","null","Lexus NX","Dhaka"
